application_id,visa_type,applicant_age,gender,education_level,nationality,occupation,processing_center,visit_purpose,duration_requested_days,application_month,application_year,previous_visa,num_previous_visits,financial_proof_usd,has_sponsor,documents_complete,express_processing,processing_time_days,visa_status,education_encoded,visa_type_encoded,gender_encoded,nationality_encoded,occupation_encoded,processing_center_encoded,visit_purpose_encoded,previous_visa_encoded,visa_type_Business,visa_type_Conference,visa_type_Employment,visa_type_Entry,visa_type_Medical,visa_type_Research,visa_type_Student,visa_type_Tourist,visa_status_encoded
IND20220001704,Business,22.0,Male,Post Graduate,Malaysia,Government Employee,Chennai,Conference,30,4,2022,No,0.0,20368.0,0,1.0,0,12,Approved,3,0,1,9,2,2,7,0,True,False,False,False,False,False,False,False,2
IND20210001705,Business,41.0,Male,Graduate,France,Business Owner,Bengaluru,Trade Fair,365,1,2021,No,0.0,40386.0,1,1.0,0,8,Approved,2,0,1,5,1,1,35,0,True,False,False,False,False,False,False,False,2
IND20210001706,Student,30.0,Female,12th Pass,South Korea,Student,Mumbai,Undergraduate,730,11,2021,No,0.0,73413.0,1,1.0,0,15,Approved,1,6,0,14,7,5,37,0,False,False,False,False,False,False,True,False,2
IND20210001707,Tourist,63.0,Male,10th Pass,UAE,Student,Ahmedabad,Wildlife Safari,30,8,2021,Yes,3.0,17686.0,1,1.0,0,3,Approved,0,7,1,17,7,0,38,1,False,False,False,False,False,False,False,True,2
IND20240001708,Business,51.0,Male,Graduate,Italy,Government Employee,Chennai,Conference,30,10,2024,No,0.0,35268.0,0,0.0,0,22,Approved,2,0,1,7,2,2,7,0,True,False,False,False,False,False,False,False,2
IND20230001709,Tourist,47.0,Female,Graduate,France,Student,Bengaluru,Heritage Tour,180,8,2023,Yes,8.0,22085.0,0,1.0,0,7,Approved,2,7,0,5,7,1,17,1,False,False,False,False,False,False,False,True,2
IND20200001710,Student,25.0,Female,Post Graduate,Brazil,Student,New Delhi,Undergraduate,730,1,2020,Yes,7.0,78254.0,1,0.0,1,19,Rejected,3,6,0,2,7,6,37,1,False,False,False,False,False,False,True,False,0
IND20220001711,Business,60.0,Female,Graduate,UK,Business Owner,Chennai,Site Visit,90,9,2022,Yes,8.0,54983.0,1,1.0,0,8,Approved,2,0,0,18,1,2,31,1,True,False,False,False,False,False,False,False,2
IND20210001712,Research,37.0,Female,Graduate,UAE,Government Employee,Hyderabad,Scientific Study,90,12,2021,No,0.0,5790.0,1,1.0,0,18,Approved,2,5,0,17,2,3,27,0,False,False,False,False,False,True,False,False,2
IND20210001713,Research,55.0,Male,Post Graduate,UAE,Student,Mumbai,Scientific Study,60,2,2021,Yes,4.0,10201.0,0,1.0,0,21,Approved,3,5,1,17,7,5,27,1,False,False,False,False,False,True,False,False,2
IND20200001714,Business,26.0,Male,10th Pass,Malaysia,Business Owner,Chennai,Trade Fair,60,3,2020,Yes,4.0,92802.0,1,1.0,0,10,Approved,0,0,1,9,1,2,35,1,True,False,False,False,False,False,False,False,2
IND20200001715,Business,35.0,Male,Graduate,Singapore,Business Owner,Kolkata,Partnership Discussion,365,1,2020,No,0.0,69883.0,1,1.0,1,9,Approved,2,0,1,12,1,4,23,0,True,False,False,False,False,False,False,False,2
IND20200001716,Entry,21.0,Female,Graduate,Canada,Business Owner,Hyderabad,Returning Resident,30,8,2020,Yes,8.0,4740.0,0,1.0,0,10,Pending,2,3,0,3,1,3,26,1,False,False,False,True,False,False,False,False,1
IND20200001717,Employment,42.0,Male,12th Pass,Australia,Retired,Pune,IT Services,1825,6,2020,Yes,2.0,43282.0,1,0.0,0,32,Approved,1,2,1,0,5,7,19,1,False,False,True,False,False,False,False,False,2
IND20220001718,Business,46.0,Female,12th Pass,Canada,Business Owner,Ahmedabad,Trade Fair,90,7,2022,Yes,3.0,62443.0,0,1.0,0,7,Approved,1,0,0,3,1,0,35,1,True,False,False,False,False,False,False,False,2
IND20200001719,Research,41.0,Female,Post Graduate,Canada,Self Employed,Kolkata,Data Collection,60,7,2020,Yes,1.0,25319.0,0,1.0,1,17,Approved,3,5,0,3,6,4,10,1,False,False,False,False,False,True,False,False,2
IND20220001720,Tourist,43.0,Female,Graduate,Japan,Student,Mumbai,Heritage Tour,180,12,2022,Yes,1.0,6435.0,0,1.0,0,12,Rejected,2,7,0,8,7,5,17,1,False,False,False,False,False,False,False,True,0
IND20220001721,Business,39.0,Female,Graduate,Nepal,Government Employee,Chennai,Partnership Discussion,180,4,2022,No,0.0,31627.0,1,1.0,0,6,Approved,2,0,0,10,2,2,23,0,True,False,False,False,False,False,False,False,2
IND20230001722,Student,20.0,Female,Graduate,Australia,Student,Mumbai,PhD Research,730,5,2023,No,0.0,39722.0,1,0.0,1,26,Approved,2,6,0,0,7,5,24,0,False,False,False,False,False,False,True,False,2
IND20230001723,Business,36.0,Female,12th Pass,USA,Professional,Hyderabad,Partnership Discussion,90,7,2023,No,0.0,77105.0,0,0.0,1,10,Approved,1,0,0,19,4,3,23,0,True,False,False,False,False,False,False,False,2
IND20240001724,Business,69.0,Male,Graduate,USA,Business Owner,New Delhi,Trade Fair,365,4,2024,Yes,4.0,55633.0,1,1.0,0,6,Approved,2,0,1,19,1,6,35,1,True,False,False,False,False,False,False,False,2
IND20210001725,Employment,29.0,Male,12th Pass,Singapore,Professional,Ahmedabad,Consulting,1825,4,2021,No,0.0,9221.0,1,1.0,0,19,Approved,1,2,1,12,4,0,9,0,False,False,True,False,False,False,False,False,2
IND20210001726,Business,57.0,Male,12th Pass,Germany,Professional,Pune,Conference,60,9,2021,Yes,5.0,65890.0,1,0.0,0,10,Approved,1,0,1,6,4,7,7,1,True,False,False,False,False,False,False,False,2
IND20230001727,Medical,69.0,Female,10th Pass,UK,Academic,Bengaluru,Follow-up,90,10,2023,Yes,5.0,20059.0,0,1.0,0,5,Approved,0,4,0,18,0,1,15,1,False,False,False,False,True,False,False,False,2
IND20210001728,Business,26.0,Female,12th Pass,France,Government Employee,Mumbai,Trade Fair,365,7,2021,No,0.0,57723.0,1,0.0,0,19,Rejected,1,0,0,5,2,5,35,0,True,False,False,False,False,False,False,False,0
IND20200001729,Business,47.0,Male,12th Pass,Singapore,Business Owner,Kolkata,Trade Fair,180,4,2020,Yes,7.0,29229.0,1,1.0,1,6,Approved,1,0,1,12,1,4,35,1,True,False,False,False,False,False,False,False,2
IND20230001730,Student,22.0,Female,Doctorate,France,Student,Ahmedabad,Short Course,1095,10,2023,No,0.0,38563.0,1,0.0,0,19,Approved,4,6,0,5,7,0,29,0,False,False,False,False,False,False,True,False,2
IND20240001731,Tourist,61.0,Male,Post Graduate,Nepal,Student,New Delhi,Sightseeing,60,11,2024,Yes,8.0,3518.0,0,1.0,0,6,Approved,3,7,1,10,7,6,30,1,False,False,False,False,False,False,False,True,2
IND20210001732,Research,64.0,Male,Doctorate,Sri Lanka,Business Owner,Kolkata,Scientific Study,60,10,2021,No,0.0,11794.0,0,0.0,0,27,Rejected,4,5,1,15,1,4,27,0,False,False,False,False,False,True,False,False,0
IND20200001733,Employment,37.0,Female,Post Graduate,Australia,Government Employee,Hyderabad,Consulting,1825,6,2020,No,0.0,19739.0,1,1.0,0,14,Approved,3,2,0,0,2,3,9,0,False,False,True,False,False,False,False,False,2
IND20220001734,Business,66.0,Male,Post Graduate,Italy,Business Owner,Chennai,Conference,90,6,2022,Yes,8.0,38694.0,1,0.0,0,15,Approved,3,0,1,7,1,2,7,1,True,False,False,False,False,False,False,False,2
IND20220001735,Employment,53.0,Female,Graduate,Australia,Business Owner,Chennai,Manufacturing,730,1,2022,Yes,7.0,20287.0,1,1.0,0,13,Approved,2,2,0,0,1,2,20,1,False,False,True,False,False,False,False,False,2
IND20240001736,Student,25.0,Female,Post Graduate,South Korea,Student,Mumbai,PhD Research,1460,4,2024,Yes,4.0,11137.0,1,0.0,1,24,Rejected,3,6,0,14,7,5,24,1,False,False,False,False,False,False,True,False,0
IND20240001737,Tourist,22.0,Female,Post Graduate,Russia,Government Employee,Pune,Heritage Tour,90,12,2024,Yes,3.0,24023.0,1,1.0,1,6,Approved,3,7,0,11,2,7,17,1,False,False,False,False,False,False,False,True,2
IND20240001738,Business,24.0,Male,Post Graduate,Japan,Business Owner,Kolkata,Site Visit,180,4,2024,No,0.0,62352.0,1,1.0,0,6,Approved,3,0,1,8,1,4,31,0,True,False,False,False,False,False,False,False,2
IND20210001739,Business,65.0,Female,Post Graduate,USA,Professional,Chennai,Trade Fair,60,11,2021,Yes,3.0,99334.0,1,1.0,0,4,Approved,3,0,0,19,4,2,35,1,True,False,False,False,False,False,False,False,2
IND20210001740,Medical,36.0,Male,Graduate,Sri Lanka,Government Employee,Hyderabad,Surgery,30,9,2021,Yes,5.0,10508.0,0,1.0,0,4,Approved,2,4,1,15,2,3,32,1,False,False,False,False,True,False,False,False,2
IND20200001741,Business,30.0,Female,Graduate,South Korea,Business Owner,Bengaluru,Client Meeting,365,5,2020,No,0.0,56916.0,1,1.0,0,11,Approved,2,0,0,14,1,1,5,0,True,False,False,False,False,False,False,False,2
IND20220001742,Tourist,46.0,Female,10th Pass,USA,Homemaker,Mumbai,Wildlife Safari,180,6,2022,Yes,2.0,7308.0,0,1.0,0,7,Approved,0,7,0,19,3,5,38,1,False,False,False,False,False,False,False,True,2
IND20210001743,Tourist,39.0,Female,10th Pass,Germany,Professional,Chennai,Beach Holiday,30,11,2021,Yes,1.0,22069.0,1,1.0,1,7,Approved,0,7,0,6,4,2,2,1,False,False,False,False,False,False,False,True,2
IND20240001744,Entry,57.0,Male,Doctorate,UK,Student,Kolkata,Family Visit,60,12,2024,Yes,1.0,20106.0,0,1.0,0,3,Approved,4,3,1,18,7,4,13,1,False,False,False,True,False,False,False,False,2
IND20210001745,Business,34.0,Female,Post Graduate,Germany,Business Owner,Hyderabad,Client Meeting,30,11,2021,No,0.0,28149.0,1,0.0,0,16,Approved,3,0,0,6,1,3,5,0,True,False,False,False,False,False,False,False,2
IND20210001746,Employment,40.0,Male,Post Graduate,Nepal,Self Employed,Chennai,Healthcare,1825,4,2021,Yes,7.0,17538.0,1,1.0,0,15,Approved,3,2,1,10,6,2,16,1,False,False,True,False,False,False,False,False,2
IND20230001747,Research,43.0,Male,Graduate,Thailand,Self Employed,Ahmedabad,Data Collection,60,12,2023,Yes,7.0,26429.0,0,1.0,0,21,Approved,2,5,1,16,6,0,10,1,False,False,False,False,False,True,False,False,2
IND20240001748,Student,22.0,Female,12th Pass,Italy,Student,Chennai,Short Course,1095,6,2024,Yes,8.0,45256.0,1,1.0,0,14,Approved,1,6,0,7,7,2,29,1,False,False,False,False,False,False,True,False,2
IND20240001749,Entry,60.0,Female,10th Pass,Italy,Homemaker,Pune,Returning Resident,30,10,2024,Yes,7.0,10285.0,0,1.0,0,2,Approved,0,3,0,7,3,7,26,1,False,False,False,True,False,False,False,False,2
IND20230001750,Employment,47.0,Female,Post Graduate,UK,Homemaker,Pune,IT Services,1825,9,2023,Yes,1.0,7466.0,1,1.0,0,20,Approved,3,2,0,18,3,7,19,1,False,False,True,False,False,False,False,False,2
IND20220001751,Employment,40.0,Female,Graduate,Nepal,Student,Ahmedabad,Teaching,1825,9,2022,No,0.0,42970.0,1,1.0,0,19,Approved,2,2,0,10,7,0,33,0,False,False,True,False,False,False,False,False,2
IND20230001752,Research,64.0,Male,Graduate,Sri Lanka,Professional,Mumbai,Field Work,90,8,2023,Yes,2.0,1862.0,1,0.0,0,31,Approved,2,5,1,15,4,5,14,1,False,False,False,False,False,True,False,False,2
IND20230001753,Employment,44.0,Female,Graduate,Sri Lanka,Government Employee,New Delhi,Consulting,365,9,2023,No,0.0,38107.0,0,1.0,0,19,Approved,2,2,0,15,2,6,9,0,False,False,True,False,False,False,False,False,2
IND20220001754,Tourist,36.0,Male,Graduate,Japan,Homemaker,Kolkata,Wildlife Safari,180,10,2022,No,0.0,11736.0,1,1.0,0,9,Approved,2,7,1,8,3,4,38,0,False,False,False,False,False,False,False,True,2
IND20230001755,Business,65.0,Male,12th Pass,Singapore,Professional,Bengaluru,Trade Fair,30,3,2023,No,0.0,37641.0,1,0.0,1,15,Rejected,1,0,1,12,4,1,35,0,True,False,False,False,False,False,False,False,0
IND20240001756,Business,57.0,Male,Post Graduate,Brazil,Government Employee,Pune,Client Meeting,90,1,2024,Yes,6.0,10300.0,1,0.0,0,22,Rejected,3,0,1,2,2,7,5,1,True,False,False,False,False,False,False,False,0
IND20230001757,Tourist,39.0,Male,Graduate,Sri Lanka,Retired,Hyderabad,Hill Station,60,12,2023,Yes,1.0,22993.0,0,1.0,0,9,Approved,2,7,1,15,5,3,18,1,False,False,False,False,False,False,False,True,2
IND20200001758,Tourist,21.0,Male,10th Pass,Canada,Academic,Ahmedabad,Hill Station,90,2,2020,No,0.0,22250.0,1,1.0,0,8,Pending,0,7,1,3,0,0,18,0,False,False,False,False,False,False,False,True,1
IND20230001759,Employment,51.0,Female,Post Graduate,Thailand,Self Employed,Pune,IT Services,365,7,2023,Yes,1.0,14612.0,1,1.0,1,12,Approved,3,2,0,16,6,7,19,1,False,False,True,False,False,False,False,False,2
IND20220001760,Tourist,33.0,Female,12th Pass,Nepal,Self Employed,Kolkata,Heritage Tour,30,9,2022,Yes,3.0,7428.0,1,1.0,1,5,Approved,1,7,0,10,6,4,17,1,False,False,False,False,False,False,False,True,2
IND20200001761,Tourist,48.0,Male,Post Graduate,France,Academic,Hyderabad,Wildlife Safari,90,8,2020,Yes,7.0,6670.0,0,1.0,0,10,Approved,3,7,1,5,0,3,38,1,False,False,False,False,False,False,False,True,2
IND20230001762,Entry,48.0,Female,12th Pass,UK,Academic,Pune,OCI Holder,60,6,2023,No,0.0,9933.0,0,1.0,0,6,Pending,1,3,0,18,0,7,21,0,False,False,False,True,False,False,False,False,1
IND20220001763,Tourist,28.0,Female,Post Graduate,Japan,Academic,Pune,Wildlife Safari,30,4,2022,No,0.0,13756.0,0,1.0,1,4,Approved,3,7,0,8,0,7,38,0,False,False,False,False,False,False,False,True,2
IND20210001764,Research,21.0,Female,Graduate,Sri Lanka,Academic,Bengaluru,Scientific Study,60,10,2021,No,0.0,12492.0,1,1.0,0,19,Approved,2,5,0,15,0,1,27,0,False,False,False,False,False,True,False,False,2
IND20230001765,Tourist,69.0,Male,10th Pass,Japan,Student,New Delhi,Sightseeing,30,10,2023,Yes,1.0,27093.0,0,1.0,1,5,Approved,0,7,1,8,7,6,30,1,False,False,False,False,False,False,False,True,2
IND20220001766,Business,66.0,Female,Graduate,Brazil,Professional,Kolkata,Site Visit,90,11,2022,No,0.0,58399.0,1,1.0,0,7,Pending,2,0,0,2,4,4,31,0,True,False,False,False,False,False,False,False,1
IND20210001767,Business,46.0,Female,10th Pass,UK,Retired,New Delhi,Client Meeting,90,8,2021,Yes,2.0,12193.0,1,1.0,0,10,Approved,0,0,0,18,5,6,5,1,True,False,False,False,False,False,False,False,2
IND20200001768,Tourist,25.0,Female,10th Pass,Brazil,Business Owner,Mumbai,Hill Station,30,11,2020,No,0.0,17462.0,1,1.0,0,13,Approved,0,7,0,2,1,5,18,0,False,False,False,False,False,False,False,True,2
IND20220001769,Business,50.0,Female,Graduate,Sri Lanka,Self Employed,Mumbai,Site Visit,180,9,2022,Yes,1.0,39787.0,0,0.0,1,19,Approved,2,0,0,15,6,5,31,1,True,False,False,False,False,False,False,False,2
IND20210001770,Business,65.0,Male,12th Pass,Bangladesh,Student,Chennai,Trade Fair,180,6,2021,No,0.0,79830.0,1,1.0,0,11,Approved,1,0,1,1,7,2,35,0,True,False,False,False,False,False,False,False,2
IND20210001771,Tourist,41.0,Male,Post Graduate,South Africa,Student,Pune,Beach Holiday,90,1,2021,No,0.0,10117.0,0,1.0,1,4,Approved,3,7,1,13,7,7,2,0,False,False,False,False,False,False,False,True,2
IND20200001772,Business,42.0,Male,Graduate,Japan,Professional,Mumbai,Site Visit,180,7,2020,Yes,5.0,21762.5,1,1.0,0,7,Approved,2,0,1,8,4,5,31,1,True,False,False,False,False,False,False,False,2
IND20200001773,Business,36.0,Female,Post Graduate,Thailand,Homemaker,Bengaluru,Conference,90,8,2020,Yes,5.0,19803.0,1,1.0,0,8,Approved,3,0,0,16,3,1,7,1,True,False,False,False,False,False,False,False,2
IND20200001774,Tourist,67.0,Male,12th Pass,South Korea,Academic,Kolkata,Wildlife Safari,30,9,2020,No,0.0,23346.0,0,1.0,1,4,Rejected,1,7,1,14,0,4,38,0,False,False,False,False,False,False,False,True,0
IND20230001775,Student,32.0,Female,Graduate,France,Student,Kolkata,Undergraduate,730,6,2023,Yes,4.0,11135.0,1,1.0,0,12,Approved,2,6,0,5,7,4,37,1,False,False,False,False,False,False,True,False,2
IND20230001776,Tourist,69.0,Female,Graduate,Malaysia,Business Owner,Bengaluru,Heritage Tour,90,11,2023,Yes,2.0,21762.5,0,0.0,0,10,Rejected,2,7,0,9,1,1,17,1,False,False,False,False,False,False,False,True,0
IND20200001777,Tourist,30.0,Female,Post Graduate,Brazil,Government Employee,Mumbai,Beach Holiday,180,6,2020,No,0.0,21762.5,1,0.0,0,12,Approved,3,7,0,2,2,5,2,0,False,False,False,False,False,False,False,True,2
IND20240001778,Tourist,25.0,Male,Graduate,UK,Retired,Mumbai,Wildlife Safari,180,4,2024,No,0.0,5165.0,0,0.0,0,14,Approved,2,7,1,18,5,5,38,0,False,False,False,False,False,False,False,True,2
IND20240001779,Student,28.0,Female,12th Pass,South Korea,Student,New Delhi,Short Course,365,3,2024,Yes,6.0,30281.0,1,1.0,0,10,Pending,1,6,0,14,7,6,29,1,False,False,False,False,False,False,True,False,1
IND20220001780,Business,66.0,Female,Graduate,Germany,Business Owner,Kolkata,Conference,30,6,2022,No,0.0,49708.0,1,1.0,0,6,Approved,2,0,0,6,1,4,7,0,True,False,False,False,False,False,False,False,2
IND20200001781,Business,32.0,Male,Graduate,Russia,Professional,Hyderabad,Client Meeting,180,8,2020,No,0.0,14527.0,1,1.0,1,10,Approved,2,0,1,11,4,3,5,0,True,False,False,False,False,False,False,False,2
IND20220001782,Business,40.0,Female,Post Graduate,Sri Lanka,Retired,Ahmedabad,Conference,90,6,2022,Yes,1.0,76185.0,1,0.0,0,18,Rejected,3,0,0,15,5,0,7,1,True,False,False,False,False,False,False,False,0
IND20240001783,Tourist,37.0,Female,12th Pass,Canada,Professional,Ahmedabad,Wildlife Safari,30,10,2024,No,0.0,27335.0,1,1.0,1,7,Rejected,1,7,0,3,4,0,38,0,False,False,False,False,False,False,False,True,0
IND20230001784,Tourist,64.0,Male,Graduate,USA,Professional,Chennai,Heritage Tour,90,3,2023,No,0.0,5046.0,0,0.0,0,18,Rejected,2,7,1,19,4,2,17,0,False,False,False,False,False,False,False,True,0
IND20230001785,Business,42.0,Female,Graduate,Australia,Professional,Ahmedabad,Site Visit,365,7,2023,Yes,1.0,72347.0,1,1.0,1,3,Approved,2,0,0,0,4,0,31,1,True,False,False,False,False,False,False,False,2
IND20200001786,Tourist,42.0,Male,Graduate,Canada,Government Employee,Pune,Heritage Tour,60,9,2020,No,0.0,15937.0,1,1.0,0,5,Approved,2,7,1,3,2,7,17,0,False,False,False,False,False,False,False,True,2
IND20230001787,Employment,39.0,Female,Graduate,Italy,Student,Chennai,Consulting,365,9,2023,Yes,2.0,14486.0,1,1.0,0,18,Approved,2,2,0,7,7,2,9,1,False,False,True,False,False,False,False,False,2
IND20200001788,Employment,43.0,Male,Graduate,Canada,Self Employed,New Delhi,Teaching,365,5,2020,No,0.0,21762.5,1,1.0,0,13,Approved,2,2,1,3,6,6,33,0,False,False,True,False,False,False,False,False,2
IND20220001789,Conference,39.0,Female,Post Graduate,China,Academic,Ahmedabad,Seminar,60,1,2022,No,0.0,19991.0,1,1.0,0,13,Approved,3,1,0,4,0,0,28,0,False,True,False,False,False,False,False,False,2
IND20220001790,Tourist,33.0,Male,12th Pass,France,Self Employed,Bengaluru,Wildlife Safari,180,3,2022,Yes,8.0,18394.0,0,1.0,1,19,Rejected,1,7,1,5,6,1,38,1,False,False,False,False,False,False,False,True,0
IND20240001791,Business,59.0,Male,12th Pass,Germany,Student,Kolkata,Partnership Discussion,30,7,2024,No,0.0,19774.0,1,0.0,0,12,Rejected,1,0,1,6,7,4,23,0,True,False,False,False,False,False,False,False,0
IND20210001792,Medical,60.0,Female,Graduate,USA,Homemaker,Pune,Check-up,90,11,2021,Yes,2.0,25696.0,0,0.0,0,9,Approved,2,4,0,19,3,7,4,1,False,False,False,False,True,False,False,False,2
IND20200001793,Medical,73.0,Female,Graduate,Thailand,Government Employee,Kolkata,Check-up,60,12,2020,No,0.0,10497.0,0,1.0,0,5,Approved,2,4,0,16,2,4,4,0,False,False,False,False,True,False,False,False,2
IND20240001794,Tourist,66.0,Male,Post Graduate,Bangladesh,Retired,Hyderabad,Beach Holiday,60,9,2024,Yes,6.0,29924.0,1,1.0,1,2,Approved,3,7,1,1,5,3,2,1,False,False,False,False,False,False,False,True,2
IND20220001795,Business,66.0,Male,Graduate,Canada,Professional,Ahmedabad,Partnership Discussion,30,9,2022,Yes,7.0,85154.0,0,1.0,1,3,Approved,2,0,1,3,4,0,23,1,True,False,False,False,False,False,False,False,2
IND20210001796,Tourist,43.0,Male,Doctorate,Australia,Student,New Delhi,Sightseeing,60,3,2021,Yes,6.0,7870.0,1,1.0,0,10,Approved,4,7,1,0,7,6,30,1,False,False,False,False,False,False,False,True,2
IND20230001797,Tourist,51.0,Female,Doctorate,Singapore,Professional,Ahmedabad,Wildlife Safari,90,9,2023,Yes,8.0,9808.0,0,1.0,0,9,Approved,4,7,0,12,4,0,38,1,False,False,False,False,False,False,False,True,2
IND20200001798,Entry,34.0,Female,Post Graduate,Japan,Business Owner,Pune,OCI Holder,60,11,2020,No,0.0,11805.0,0,1.0,1,4,Approved,3,3,0,8,1,7,21,0,False,False,False,True,False,False,False,False,2
IND20230001799,Employment,39.0,Male,Post Graduate,Germany,Homemaker,Ahmedabad,Manufacturing,730,8,2023,Yes,2.0,47723.0,1,0.0,1,25,Approved,3,2,1,6,3,0,20,1,False,False,True,False,False,False,False,False,2
IND20220001800,Medical,64.0,Female,12th Pass,Bangladesh,Government Employee,Mumbai,Consultation,180,5,2022,Yes,7.0,15437.0,0,0.0,1,9,Approved,1,4,0,1,2,5,8,1,False,False,False,False,True,False,False,False,2
IND20210001801,Business,42.0,Male,Graduate,UK,Business Owner,Mumbai,Partnership Discussion,60,1,2021,Yes,6.0,78445.0,0,1.0,0,8,Approved,2,0,1,18,1,5,23,1,True,False,False,False,False,False,False,False,2
IND20240001802,Business,41.0,Male,Graduate,Russia,Business Owner,Chennai,Partnership Discussion,180,7,2024,No,0.0,9398.0,1,1.0,0,7,Approved,2,0,1,11,1,2,23,0,True,False,False,False,False,False,False,False,2
IND20210001803,Medical,37.0,Female,12th Pass,Malaysia,Professional,Mumbai,Consultation,60,8,2021,No,0.0,8930.0,0,0.0,1,18,Approved,1,4,0,9,4,5,8,0,False,False,False,False,True,False,False,False,2
IND20220001804,Research,40.0,Female,Post Graduate,China,Self Employed,New Delhi,Field Work,30,10,2022,Yes,7.0,2340.0,0,1.0,1,24,Approved,3,5,0,4,6,6,14,1,False,False,False,False,False,True,False,False,2
IND20210001805,Medical,56.0,Male,Graduate,UK,Government Employee,Kolkata,Follow-up,90,10,2021,No,0.0,3063.0,1,0.0,0,19,Approved,2,4,1,18,2,4,15,0,False,False,False,False,True,False,False,False,2
IND20210001806,Student,33.0,Female,10th Pass,UK,Student,Chennai,Undergraduate,1095,6,2021,No,0.0,38509.0,0,1.0,0,17,Approved,0,6,0,18,7,2,37,0,False,False,False,False,False,False,True,False,2
IND20220001807,Student,34.0,Male,10th Pass,Germany,Student,Chennai,Exchange Program,730,7,2022,No,0.0,38513.0,0,1.0,1,14,Approved,0,6,1,6,7,2,12,0,False,False,False,False,False,False,True,False,2
IND20220001808,Conference,38.0,Female,Doctorate,USA,Academic,New Delhi,Workshop,60,2,2022,No,0.0,26600.0,1,0.0,0,22,Approved,4,1,0,19,0,6,39,0,False,True,False,False,False,False,False,False,2
IND20200001809,Tourist,29.0,Female,12th Pass,Russia,Business Owner,Hyderabad,Hill Station,60,6,2020,Yes,2.0,15072.0,0,0.0,0,24,Pending,1,7,0,11,1,3,18,1,False,False,False,False,False,False,False,True,1
IND20230001810,Student,41.0,Female,12th Pass,UAE,Student,Ahmedabad,PhD Research,1460,6,2023,No,0.0,14810.0,1,1.0,0,15,Approved,1,6,0,17,7,0,24,0,False,False,False,False,False,False,True,False,2
IND20240001811,Medical,41.0,Male,12th Pass,Russia,Retired,Ahmedabad,Check-up,180,11,2024,Yes,2.0,12019.0,0,0.0,0,14,Rejected,1,4,1,11,5,0,4,1,False,False,False,False,True,False,False,False,0
IND20200001812,Tourist,51.0,Female,Doctorate,South Korea,Homemaker,Mumbai,Wildlife Safari,60,6,2020,No,0.0,16198.0,0,1.0,0,3,Approved,4,7,0,14,3,5,38,0,False,False,False,False,False,False,False,True,2
IND20220001813,Employment,38.0,Female,Graduate,UAE,Retired,Hyderabad,Healthcare,730,4,2022,No,0.0,9702.0,1,0.0,1,19,Approved,2,2,0,17,5,3,16,0,False,False,True,False,False,False,False,False,2
IND20220001814,Tourist,49.0,Female,Graduate,Nepal,Homemaker,Mumbai,Heritage Tour,90,5,2022,No,0.0,24960.0,0,1.0,0,4,Approved,2,7,0,10,3,5,17,0,False,False,False,False,False,False,False,True,2
IND20220001815,Business,61.0,Female,Graduate,UAE,Business Owner,Kolkata,Site Visit,90,3,2022,Yes,3.0,73307.0,1,1.0,0,4,Approved,2,0,0,17,1,4,31,1,True,False,False,False,False,False,False,False,2
IND20240001816,Business,70.0,Female,Graduate,Singapore,Professional,Hyderabad,Partnership Discussion,90,9,2024,Yes,7.0,55750.0,1,1.0,0,5,Approved,2,0,0,12,4,3,23,1,True,False,False,False,False,False,False,False,2
IND20230001817,Student,22.0,Male,Graduate,Japan,Student,Hyderabad,Exchange Program,365,5,2023,Yes,8.0,23338.0,1,1.0,1,7,Approved,2,6,1,8,7,3,12,1,False,False,False,False,False,False,True,False,2
IND20230001818,Employment,53.0,Male,Graduate,Russia,Business Owner,Bengaluru,Consulting,1825,6,2023,Yes,4.0,37723.0,1,1.0,1,10,Approved,2,2,1,11,1,1,9,1,False,False,True,False,False,False,False,False,2
IND20210001819,Employment,46.0,Male,Post Graduate,USA,Business Owner,Pune,Consulting,1825,11,2021,Yes,1.0,11872.0,0,1.0,1,17,Approved,3,2,1,19,1,7,9,1,False,False,True,False,False,False,False,False,2
IND20220001820,Tourist,56.0,Male,10th Pass,Singapore,Self Employed,Chennai,Hill Station,90,6,2022,No,0.0,4206.0,0,1.0,0,8,Approved,0,7,1,12,6,2,18,0,False,False,False,False,False,False,False,True,2
IND20210001821,Tourist,62.0,Female,Graduate,UAE,Self Employed,Kolkata,Wildlife Safari,60,7,2021,Yes,4.0,13059.0,0,1.0,1,2,Approved,2,7,0,17,6,4,38,1,False,False,False,False,False,False,False,True,2
IND20230001822,Medical,33.0,Male,10th Pass,Malaysia,Retired,Hyderabad,Surgery,60,4,2023,No,0.0,27878.0,1,1.0,0,2,Approved,0,4,1,9,5,3,32,0,False,False,False,False,True,False,False,False,2
IND20200001823,Student,31.0,Female,12th Pass,Australia,Student,Pune,PhD Research,730,7,2020,No,0.0,39493.0,1,1.0,1,14,Approved,1,6,0,0,7,7,24,0,False,False,False,False,False,False,True,False,2
IND20200001824,Business,41.0,Female,Post Graduate,Thailand,Student,New Delhi,Conference,30,11,2020,Yes,8.0,91282.0,1,1.0,1,6,Approved,3,0,0,16,7,6,7,1,True,False,False,False,False,False,False,False,2
